,task,gt_path,obj_id
73,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_286.nii.gz,2
74,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_001.nii.gz,1
75,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_001.nii.gz,2
76,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_184.nii.gz,1
77,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_184.nii.gz,2
78,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_129.nii.gz,1
79,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_129.nii.gz,2
80,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_372.nii.gz,1
81,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_372.nii.gz,2
82,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_240.nii.gz,1
83,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_240.nii.gz,2
84,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_082.nii.gz,1
85,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_082.nii.gz,2
86,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_340.nii.gz,1
87,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_340.nii.gz,2
88,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_119.nii.gz,1
89,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_119.nii.gz,2
90,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_294.nii.gz,1
91,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_294.nii.gz,2
92,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_157.nii.gz,1
93,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_157.nii.gz,2
94,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_175.nii.gz,1
95,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_175.nii.gz,2
96,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_233.nii.gz,1
97,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_233.nii.gz,2
98,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_289.nii.gz,1
99,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_289.nii.gz,2
100,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_147.nii.gz,1
101,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_147.nii.gz,2
102,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_434.nii.gz,1
103,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_434.nii.gz,2
104,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_445.nii.gz,1
105,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_445.nii.gz,2
106,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_133.nii.gz,1
107,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_133.nii.gz,2
108,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_404.nii.gz,1
109,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_404.nii.gz,2
110,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_419.nii.gz,1
111,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_419.nii.gz,2
112,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_150.nii.gz,1
113,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_150.nii.gz,2
114,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_296.nii.gz,1
115,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_296.nii.gz,2
116,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_173.nii.gz,1
117,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_173.nii.gz,2
118,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_369.nii.gz,1
119,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_369.nii.gz,2
120,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_080.nii.gz,1
121,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_080.nii.gz,2
122,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_002.nii.gz,1
123,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_002.nii.gz,2
124,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_128.nii.gz,1
125,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_128.nii.gz,2
126,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_032.nii.gz,1
127,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_032.nii.gz,2
128,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_229.nii.gz,1
129,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_229.nii.gz,2
130,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_293.nii.gz,1
131,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_293.nii.gz,2
132,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_382.nii.gz,1
133,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_382.nii.gz,2
134,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_237.nii.gz,1
135,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_237.nii.gz,2
136,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_127.nii.gz,1
137,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_127.nii.gz,2
138,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_181.nii.gz,1
139,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_181.nii.gz,2
140,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_084.nii.gz,1
141,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_084.nii.gz,2
142,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_282.nii.gz,1
143,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_282.nii.gz,2
144,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_409.nii.gz,1
145,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_409.nii.gz,2
146,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_348.nii.gz,1
147,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_348.nii.gz,2
148,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_368.nii.gz,1
149,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_368.nii.gz,2
150,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_271.nii.gz,1
151,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_271.nii.gz,2
152,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_025.nii.gz,1
153,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_025.nii.gz,2
154,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_446.nii.gz,1
155,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_446.nii.gz,2
156,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_440.nii.gz,1
157,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_440.nii.gz,2
158,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_447.nii.gz,1
159,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_447.nii.gz,2
160,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_028.nii.gz,1
161,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_028.nii.gz,2
162,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_284.nii.gz,1
163,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_284.nii.gz,2
164,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_291.nii.gz,1
165,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_291.nii.gz,2
166,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_222.nii.gz,1
167,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_222.nii.gz,2
168,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_138.nii.gz,1
169,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_138.nii.gz,2
170,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_338.nii.gz,1
171,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_338.nii.gz,2
172,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_179.nii.gz,1
173,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_179.nii.gz,2
174,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_398.nii.gz,1
175,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_398.nii.gz,2
176,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_454.nii.gz,1
177,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_454.nii.gz,2
178,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_455.nii.gz,1
179,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_455.nii.gz,2
180,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_172.nii.gz,1
181,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_172.nii.gz,2
182,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_110.nii.gz,1
183,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_110.nii.gz,2
184,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_177.nii.gz,1
185,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_177.nii.gz,2
186,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_019.nii.gz,1
187,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_019.nii.gz,2
188,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_018.nii.gz,1
189,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_018.nii.gz,2
190,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_040.nii.gz,1
191,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_040.nii.gz,2
192,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_275.nii.gz,1
193,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_275.nii.gz,2
194,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_065.nii.gz,1
195,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_065.nii.gz,2
196,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_389.nii.gz,1
197,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_389.nii.gz,2
198,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_160.nii.gz,1
199,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_160.nii.gz,2
200,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_203.nii.gz,1
201,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_203.nii.gz,2
202,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_125.nii.gz,1
203,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_125.nii.gz,2
204,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_159.nii.gz,1
205,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_159.nii.gz,2
206,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_083.nii.gz,1
207,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_083.nii.gz,2
208,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_124.nii.gz,1
209,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_124.nii.gz,2
210,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_221.nii.gz,1
211,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_221.nii.gz,2
212,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_438.nii.gz,1
213,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_438.nii.gz,2
214,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_196.nii.gz,1
215,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_196.nii.gz,2
216,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_422.nii.gz,1
217,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_422.nii.gz,2
218,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_141.nii.gz,1
219,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_141.nii.gz,2
220,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_206.nii.gz,1
221,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_206.nii.gz,2
222,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_163.nii.gz,1
223,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_163.nii.gz,2
224,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_005.nii.gz,1
225,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_005.nii.gz,2
226,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_013.nii.gz,1
227,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_013.nii.gz,2
228,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTr/hepaticvessel_265.nii.gz,1
